id,img,type,title,actor,score,link,source
86,//puui.qpic.cn/vcover_vt_pic/0/wtr1lrmk9w72j6x1555916464/220,动作,巴霍巴利王：开端,主演：帕拉巴斯 拉纳·达格巴提 安努舒卡·谢蒂 特曼娜·芭蒂亚,8.5 ,https://v.qq.com/x/cover/wtr1lrmk9w72j6x.html,https://v.qq.com/txp/iframe/player.html?vid=y0021n00kgf
87,//puui.qpic.cn/vcover_vt_pic/0/gothgwl98bmq6es1591257863006/220,动作,帕克,主演：杰森·斯坦森 詹妮弗·洛佩兹 尼克·诺特 麦克·切克里斯 小克利夫顿·克林斯,8.1 ,https://v.qq.com/x/cover/gothgwl98bmq6es.html,https://v.qq.com/txp/iframe/player.html?vid=x0033rwuqhg
88,//puui.qpic.cn/vcover_vt_pic/0/r6ri9qkcu66dna81559137861/220,动作,狄仁杰之四大天王,主演：赵又廷 冯绍峰 林更新 刘嘉玲 马思纯 阮经天,7.9 ,https://v.qq.com/x/cover/r6ri9qkcu66dna8.html,https://v.qq.com/txp/iframe/player.html?vid=x0027oqrq20
89,//puui.qpic.cn/vcover_vt_pic/0/uecexs5vdqcsfkft1444903065.jpg/220,动作,夺帅,主演：任达华 吴京 恬妞 李修贤 洪金宝,7.9 ,https://v.qq.com/x/cover/uecexs5vdqcsfkf.html,https://v.qq.com/txp/iframe/player.html?vid=v0023g279po
90,//puui.qpic.cn/vcover_vt_pic/0/xg95sxi4q7zc4uot1460107848.jpg/220,爱情,美人鱼,主演：邓超 罗志祥 张雨绮 林允,8.3 ,https://v.qq.com/x/cover/xg95sxi4q7zc4uo.html,https://v.qq.com/txp/iframe/player.html?vid=u0020m5jr73
91,//puui.qpic.cn/vcover_vt_pic/0/ge1vg9evjfeb6l01568013388/220,爱情,夏洛特烦恼,主演：沈腾 马丽 尹正 王智 艾伦 田雨 宋阳,8.7 ,https://v.qq.com/x/cover/ge1vg9evjfeb6l0.html,https://v.qq.com/txp/iframe/player.html?vid=u0019esirxq
92,//puui.qpic.cn/vcover_vt_pic/0/7hg5nr3x10ingpj1564383305/220,爱情,三生三世十里桃花,主演：刘亦菲 杨洋 罗晋 严屹宽,6.9 ,https://v.qq.com/x/cover/7hg5nr3x10ingpj.html,https://v.qq.com/txp/iframe/player.html?vid=a0024e92mp5
93,//puui.qpic.cn/vcover_vt_pic/0/ii4644hvs8zijia1538297456/220,爱情,母语,主演：秦岚 方中信 汪裴,8.2 ,https://v.qq.com/x/cover/ii4644hvs8zijia.html,https://v.qq.com/txp/iframe/player.html?vid=x0011xmpneg
94,//puui.qpic.cn/vcover_vt_pic/0/akd59nfvoavdt751502332702/220,爱情,原谅他77次,主演：蔡卓妍 周柏豪 钟欣潼 卫诗雅,8.1 ,https://v.qq.com/x/cover/akd59nfvoavdt75.html,https://v.qq.com/txp/iframe/player.html?vid=e00248gc4eq
95,//puui.qpic.cn/vcover_vt_pic/0/jpjl78i91mx05bu1509087554/220,爱情,羞羞的铁拳,主演：艾伦 马丽 沈腾 宋阳 田雨,8.3 ,https://v.qq.com/x/cover/jpjl78i91mx05bu.html,https://v.qq.com/txp/iframe/player.html?vid=m0025mcvah8
96,//puui.qpic.cn/vcover_vt_pic/0/o2v24no985ntwdo1559739870/220,爱情,宫锁沉香,主演：周冬雨 陈晓 赵丽颖 朱梓骁 包贝尔,7.3 ,https://v.qq.com/x/cover/o2v24no985ntwdo.html,https://v.qq.com/txp/iframe/player.html?vid=n0025ppl6rn
97,//puui.qpic.cn/vcover_vt_pic/0/kep6vp3yaheymko1567406134/220,爱情,一吻定情,主演：王大陆 林允 陈柏融 蔡思韵 邰智源,7.2 ,https://v.qq.com/x/cover/kep6vp3yaheymko.html,https://v.qq.com/txp/iframe/player.html?vid=g0030phbcgi
98,//puui.qpic.cn/vcover_vt_pic/0/gz9q7kd8wviwkxv1575449502/220,爱情,你的名字。,新海诚口碑票房双爆神作,9.1 ,https://v.qq.com/x/cover/gz9q7kd8wviwkxv.html,https://v.qq.com/txp/iframe/player.html?vid=m0024nvac3j
99,//puui.qpic.cn/vcover_vt_pic/0/gothgwl98bmq6es1591257863006/220,爱情,帕克,主演：杰森·斯坦森 詹妮弗·洛佩兹 尼克·诺特 麦克·切克里斯 小克利夫顿·克林斯,8.1 ,https://v.qq.com/x/cover/gothgwl98bmq6es.html,https://v.qq.com/txp/iframe/player.html?vid=x0033rwuqhg
100,//puui.qpic.cn/vcover_vt_pic/0/bok67qa8snhlg0b1569581891/220,爱情,比悲伤更悲伤的故事,主演：陈意涵 刘以豪 张书豪 陈庭妮 吴映洁,7.2 ,https://v.qq.com/x/cover/bok67qa8snhlg0b.html,https://v.qq.com/txp/iframe/player.html?vid=w0030lpmj43
101,//puui.qpic.cn/vcover_vt_pic/0/4myi5m71d14pdmr1541657729/220,爱情,悲伤逆流成河,主演：赵英博 任敏 辛云来 章若楠 朱丹妮,7.8 ,https://v.qq.com/x/cover/4myi5m71d14pdmr.html,https://v.qq.com/txp/iframe/player.html?vid=c00287rxsd1
102,//puui.qpic.cn/vcover_vt_pic/0/jnerh30ho8ghhe71556009213/220,爱情,港囧,主演：徐峥 赵薇 包贝尔 杜鹃,7.7 ,https://v.qq.com/x/cover/jnerh30ho8ghhe7.html,https://v.qq.com/txp/iframe/player.html?vid=j00196h3mlo
103,//puui.qpic.cn/vcover_vt_pic/0/h05z5bsjxw544er1575449796/220,爱情,前任3：再见前任,主演：韩庚 郑恺 于文文 曾梦雪 罗米,7.6 ,https://v.qq.com/x/cover/h05z5bsjxw544er.html,https://v.qq.com/txp/iframe/player.html?vid=w00265x48dj
104,//puui.qpic.cn/vcover_vt_pic/0/rtxppsa2dqxd6ok1567664933/220,爱情,擦枪走火,主演：喻恩泰 倪虹洁 李锐,7 ,https://v.qq.com/x/cover/rtxppsa2dqxd6ok.html,https://v.qq.com/txp/iframe/player.html?vid=z0019zvhrji
105,//puui.qpic.cn/vcover_vt_pic/0/uxcy3k044fczp2jt1450859412.jpg/220,爱情,恶棍天使,主演：邓超 孙俪 代乐乐 梁超 杨新鸣,6.9 ,https://v.qq.com/x/cover/uxcy3k044fczp2j.html,https://v.qq.com/txp/iframe/player.html?vid=o0019h6qllq
106,//puui.qpic.cn/vcover_vt_pic/0/db2e4g0eyqrenbnt1444814452.jpg/220,爱情,第三种爱情,主演：刘亦菲 宋承宪 欧弟 江语晨,7.4 ,https://v.qq.com/x/cover/db2e4g0eyqrenbn.html,https://v.qq.com/txp/iframe/player.html?vid=a0018b07ptf
107,//puui.qpic.cn/vcover_vt_pic/0/g6x5mmrcdgl0n3x1517382423/220,爱情,妖猫传,主演：黄轩 染谷将太 张雨绮 秦昊 张榕容 刘昊然 欧豪 张鲁一 阿部宽,8.3 ,https://v.qq.com/x/cover/g6x5mmrcdgl0n3x.html,https://v.qq.com/txp/iframe/player.html?vid=b0025s0ph00
108,//puui.qpic.cn/vcover_vt_pic/0/deyzhnzo65ik79t1572019753/220,爱情,我们的父辈,主演：汤姆·希林 沃尔克·布鲁赫 卡塔琳娜·舒特勒 米里亚姆·斯坦因,9.6 ,https://v.qq.com/x/cover/deyzhnzo65ik79t.html,https://v.qq.com/txp/iframe/player.html?vid=g0031q42ojp
109,//puui.qpic.cn/vcover_vt_pic/0/hrr3qneqbo22q061480583000/220,爱情,从你的全世界路过,主演：邓超 白百何 杨洋 张天爱 岳云鹏 杜鹃 柳岩,7.4 ,https://v.qq.com/x/cover/hrr3qneqbo22q06.html,https://v.qq.com/txp/iframe/player.html?vid=o0022hmagay
110,//puui.qpic.cn/vcover_vt_pic/0/j3czmhisqin799r1560343274/220,爱情,霸王别姬,主演：张国荣 张丰毅 巩俐 葛优,9.6 ,https://v.qq.com/x/cover/j3czmhisqin799r.html,https://v.qq.com/txp/iframe/player.html?vid=z002615k57t
111,//puui.qpic.cn/vcover_vt_pic/0/w7637daebm170b8t1444921200.jpg/220,爱情,一夜未了情,主演：李小冉 方中信 周海媚,7.4 ,https://v.qq.com/x/cover/w7637daebm170b8.html,https://v.qq.com/txp/iframe/player.html?vid=x0015nk3zhs
112,//puui.qpic.cn/vcover_vt_pic/0/svetu681um6g6aft1444989054.jpg/220,爱情,北京爱情故事,主演：陈思诚 佟丽娅 梁家辉 刘嘉玲 王学兵 余男,7.8 ,https://v.qq.com/x/cover/svetu681um6g6af.html,https://v.qq.com/txp/iframe/player.html?vid=u0014lbkj2k
113,//puui.qpic.cn/vcover_vt_pic/0/detoxkgs5zsqjhr1555643508/220,爱情,莫斯科陷落,主演：伊琳娜·斯达森保姆 林奈·穆罕默托夫 亚历山大·佩特罗夫,7.2 ,https://v.qq.com/x/cover/detoxkgs5zsqjhr.html,https://v.qq.com/txp/iframe/player.html?vid=b0026dwvo8l
114,//puui.qpic.cn/vcover_vt_pic/0/q8742fxhp6pj7zvt1473751828.jpg/220,爱情,七月与安生,主演：周冬雨 马思纯 李程彬,8.6 ,https://v.qq.com/x/cover/q8742fxhp6pj7zv.html,https://v.qq.com/txp/iframe/player.html?vid=f0022mh8cz3
115,//puui.qpic.cn/vcover_vt_pic/0/7pllgr9s2higz2y1567478017/220,爱情,谁的青春不迷茫,主演：白敬亭 丁冠森 王鹤润 李宏毅 郭姝彤,8.1 ,https://v.qq.com/x/cover/7pllgr9s2higz2y.html,https://v.qq.com/txp/iframe/player.html?vid=f0020nkb6vq
116,//puui.qpic.cn/vcover_vt_pic/0/b2qfhj1zc5yabsr1505373958/220,爱情,一呼一吸,主演：安德鲁·加菲尔德 米兰达·莱森 休·博内威利 爱德华·斯派勒斯,8.6 ,https://v.qq.com/x/cover/b2qfhj1zc5yabsr.html,https://v.qq.com/txp/iframe/player.html?vid=x0027grupzl
117,//puui.qpic.cn/vcover_vt_pic/0/qo7mn90hicdpuhx1568114355/220,爱情,倩女幽魂2：人间道,主演：张国荣 王祖贤 张学友 午马 李子雄,8.7 ,https://v.qq.com/x/cover/qo7mn90hicdpuhx.html,https://v.qq.com/txp/iframe/player.html?vid=o0019j21k8b
118,//puui.qpic.cn/vcover_vt_pic/0/uxq7ncq80rf65k51556010433/220,爱情,万物生长,主演：范冰冰 韩庚 齐溪,7.6 ,https://v.qq.com/x/cover/uxq7ncq80rf65k5.html,https://v.qq.com/txp/iframe/player.html?vid=h0016tbbiyk
119,//puui.qpic.cn/vcover_vt_pic/0/ewh18dn62hvddln1490692208/220,爱情,昼颜,主演：上户彩 斋藤工 伊藤步 平山浩行,8 ,https://v.qq.com/x/cover/ewh18dn62hvddln.html,https://v.qq.com/txp/iframe/player.html?vid=n0026yd1zko
120,//puui.qpic.cn/vcover_vt_pic/0/piegqd6mz97tr8b1559743696/220,惊悚,机械师,主演：杰森·斯坦森 本·福斯特 托尼·戈德温 唐纳德·萨瑟兰 杰夫·蔡斯,8.4 ,https://v.qq.com/x/cover/piegqd6mz97tr8b.html,https://v.qq.com/txp/iframe/player.html?vid=i00227leh0g
121,//puui.qpic.cn/vcover_vt_pic/0/jbz487z0v6b23gm1556006589/220,惊悚,机械师2：复活,主演：杰森·斯坦森 杰西卡·阿尔芭 汤米·李·琼斯 娜塔莉·伯恩,7.7 ,https://v.qq.com/x/cover/jbz487z0v6b23gm.html,https://v.qq.com/txp/iframe/player.html?vid=g00225t3wk7
122,//puui.qpic.cn/vcover_vt_pic/0/tbs8gg4bepxyp2yt1444993966.jpg/220,惊悚,敢死队3,主演：西尔维斯特·史泰龙 杰森·斯坦森 梅尔·吉布森 李连杰 安东尼奥·班德拉斯 韦斯利·斯奈普斯 杜夫·龙格尔,8.2 ,https://v.qq.com/x/cover/tbs8gg4bepxyp2y.html,https://v.qq.com/txp/iframe/player.html?vid=h00159i09m4
123,//puui.qpic.cn/vcover_vt_pic/0/r3m3bpm2cyjpf1e1567586633/220,惊悚,英雄本色,主演：狄龙 张国荣 周润发 李子雄,9.2 ,https://v.qq.com/x/cover/r3m3bpm2cyjpf1e.html,https://v.qq.com/txp/iframe/player.html?vid=J0010Jx6aIW
124,//puui.qpic.cn/vcover_vt_pic/0/4ins96adw2a5rfv1567562656/220,惊悚,精英部队2：大敌当前,主演：瓦格纳·马拉 安德烈·拉米罗 米尔黑·考塔兹 玛利亚·瑞贝罗 伊兰迪尔·桑托斯,9.2 ,https://v.qq.com/x/cover/4ins96adw2a5rfv.html,https://v.qq.com/txp/iframe/player.html?vid=d0028novww9
125,//puui.qpic.cn/vcover_vt_pic/0/gothgwl98bmq6es1591257863006/220,惊悚,帕克,主演：杰森·斯坦森 詹妮弗·洛佩兹 尼克·诺特 麦克·切克里斯 小克利夫顿·克林斯,8.1 ,https://v.qq.com/x/cover/gothgwl98bmq6es.html,https://v.qq.com/txp/iframe/player.html?vid=x0033rwuqhg
126,//puui.qpic.cn/vcover_vt_pic/0/gpcfwzyrfzyalj71479429773/220,惊悚,名侦探柯南：纯黑的噩梦,柯南对战双面间谍,8 ,https://v.qq.com/x/cover/gpcfwzyrfzyalj7.html,https://v.qq.com/txp/iframe/player.html?vid=p00222q0ang
127,//puui.qpic.cn/vcover_vt_pic/0/b8crygm78szw09j1581306128/220,惊悚,杀戮部队,主演：亚历山大·斯卡斯加德 纳特·沃尔夫 乔纳森·怀特赛尔 奥赛·伊克希尔 罗伯·莫洛,7.5 ,https://v.qq.com/x/cover/b8crygm78szw09j.html,https://v.qq.com/txp/iframe/player.html?vid=g0033mrb5id
128,//puui.qpic.cn/vcover_vt_pic/0/0k89cbc5x5j5q4o1572321059/220,惊悚,超体,主演：斯嘉丽·约翰逊 摩根·弗里曼 崔岷植 阿马尔·维克德 朱利安·林希德-图特,8.4 ,https://v.qq.com/x/cover/0k89cbc5x5j5q4o.html,https://v.qq.com/txp/iframe/player.html?vid=x0015fmv2lg
129,//puui.qpic.cn/vcover_vt_pic/0/94yu6g0kp8dfsakt1444769797.jpg/220,惊悚,暗杀,主演：全智贤 李政宰 河正宇 吴达洙,8.8 ,https://v.qq.com/x/cover/94yu6g0kp8dfsak.html,https://v.qq.com/txp/iframe/player.html?vid=y00191suhfo
130,//puui.qpic.cn/vcover_vt_pic/0/yzesr60ck1wpsamt1444950143.jpg/220,惊悚,海云台,主演：河智苑 薛景求 严正花 朴重勋 李民基,8.1 ,https://v.qq.com/x/cover/yzesr60ck1wpsam.html,https://v.qq.com/txp/iframe/player.html?vid=b0025fd9m43
131,//puui.qpic.cn/vcover_vt_pic/0/qxlltzyvac8womx1558341263/220,惊悚,午夜怪谈,主演：张驰 王子清 梁国荣 张公乐,7.5 ,https://v.qq.com/x/cover/qxlltzyvac8womx.html,https://v.qq.com/txp/iframe/player.html?vid=g0031fjs9g6
132,//puui.qpic.cn/vcover_vt_pic/0/do8jr85z25fsq2v1555050104/220,惊悚,笔仙2,主演：朴韩星 辛芷蕾 李昕岳 章婷婷 张皓然,6.8 ,https://v.qq.com/x/cover/do8jr85z25fsq2v.html,https://v.qq.com/txp/iframe/player.html?vid=y0013evqyo4
133,//puui.qpic.cn/vcover_vt_pic/0/wibxstawq9z6vrm1591927743524/220,惊悚,阴魔大法,主演：周德华 庄雪梅,7.5 ,https://v.qq.com/x/cover/wibxstawq9z6vrm.html,https://v.qq.com/txp/iframe/player.html?vid=o0033n5787u
134,//puui.qpic.cn/vcover_vt_pic/0/j57h9togqxn42o11485248999/220,惊悚,少林杀手：血钱,主演：刘家辉,6.4 ,https://v.qq.com/x/cover/j57h9togqxn42o1.html,https://v.qq.com/txp/iframe/player.html?vid=f0015tu47ph
135,//puui.qpic.cn/vcover_vt_pic/0/120m3xjxyr69vlz1568018195/220,惊悚,调音师,主演：阿尤斯曼·库拉纳 塔布 拉迪卡·艾普特 安尔·德霍万 马纳夫·维吉,8.9 ,https://v.qq.com/x/cover/120m3xjxyr69vlz.html,https://v.qq.com/txp/iframe/player.html?vid=w0030ma4dhv
136,//puui.qpic.cn/vcover_vt_pic/0/36t1wi1qri4h2ej1520417151/220,惊悚,夺命五头鲨,主演：克里斯·布鲁诺,6.3 ,https://v.qq.com/x/cover/36t1wi1qri4h2ej.html,https://v.qq.com/txp/iframe/player.html?vid=y00309aq7o8
137,//puui.qpic.cn/vcover_vt_pic/0/f8ejv64we75vxyy1554346540/220,惊悚,笔仙惊魂3,主演：余心恬 郭艳 郭鑫 郎鹏 付曼,6.4 ,https://v.qq.com/x/cover/f8ejv64we75vxyy.html,https://v.qq.com/txp/iframe/player.html?vid=d0014yvwz29
138,//puui.qpic.cn/vcover_vt_pic/0/fso13awdovomt9s1575259297/220,惊悚,喋血街头,主演：梁朝伟 张学友 李子雄,8.9 ,https://v.qq.com/x/cover/fso13awdovomt9s.html,https://v.qq.com/txp/iframe/player.html?vid=81W3X7VMLrN
139,//puui.qpic.cn/vcover_vt_pic/0/nc1917aomu4ev6n1573093194/220,惊悚,画皮2,主演：周迅 赵薇 陈坤 杨幂 冯绍峰 费翔,7.8 ,https://v.qq.com/x/cover/nc1917aomu4ev6n.html,https://v.qq.com/txp/iframe/player.html?vid=g001159oivi
140,//puui.qpic.cn/vcover_vt_pic/0/fqc9exx7n20bjujt1445501942.jpg/220,惊悚,千钧一发,主演：伊桑·霍克 乌玛·瑟曼 裘德·洛,9.1 ,https://v.qq.com/x/cover/fqc9exx7n20bjuj.html,https://v.qq.com/txp/iframe/player.html?vid=t0018qcoesr
141,//puui.qpic.cn/vcover_vt_pic/0/khq9ztcewv9uvtot1444900402.jpg/220,惊悚,杀手乔,主演：马修·麦康纳 朱诺·坦普尔,8 ,https://v.qq.com/x/cover/khq9ztcewv9uvto.html,https://v.qq.com/txp/iframe/player.html?vid=n0014ok25wt
142,//puui.qpic.cn/vcover_vt_pic/0/unn8sf1jn6vu0z01480416707/220,惊悚,无处可逃,主演：欧文·威尔逊 皮尔斯·布鲁斯南 蕾克·贝尔 斯特林·杰里斯,8.4 ,https://v.qq.com/x/cover/unn8sf1jn6vu0z0.html,https://v.qq.com/txp/iframe/player.html?vid=s0022360fnr
143,//puui.qpic.cn/vcover_vt_pic/0/38os8oe8p8yln471526883912/220,惊悚,窃听风云3,主演：古天乐 刘青云 吴彦祖 周迅 黄磊,7.9 ,https://v.qq.com/x/cover/38os8oe8p8yln47.html,https://v.qq.com/txp/iframe/player.html?vid=g00143t9m4x
144,//puui.qpic.cn/vcover_vt_pic/0/b174hdefnhjonyl1527152838/220,惊悚,鼠疫屠城,主演：Ralph Herforth Anne Cathrin Buhtz 克里斯蒂安·卡赫曼,7.6 ,https://v.qq.com/x/cover/b174hdefnhjonyl.html,https://v.qq.com/txp/iframe/player.html?vid=g00251nb56h
145,//puui.qpic.cn/vcover_vt_pic/0/mzc00200pe5oz3i1573098674/220,惊悚,骨瓷,主演：周海媚 林伟 陈奕龙 王婉中 王佑硕,7.5 ,https://v.qq.com/x/cover/mzc00200pe5oz3i.html,https://v.qq.com/txp/iframe/player.html?vid=f0033e0ak6a
146,//puui.qpic.cn/vcover_vt_pic/0/35r9iipbocb9oy51557107827/220,惊悚,虎胆追凶,主演：布鲁斯·威利斯 文森特·多诺费奥 伊丽莎白·苏 迪恩·诺里斯 博·纳普,8 ,https://v.qq.com/x/cover/35r9iipbocb9oy5.html,https://v.qq.com/txp/iframe/player.html?vid=t0028buice5
147,//puui.qpic.cn/vcover_vt_pic/0/n4xhplgihbrfmm21594617272974/220,惊悚,夺命枪火,主演：保罗·沃克 卡梅隆·布莱特 维拉·法米加 查兹·帕尔明特瑞 卡瑞尔·罗登,8.6 ,https://v.qq.com/x/cover/n4xhplgihbrfmm2.html,https://v.qq.com/txp/iframe/player.html?vid=i0034hxrhwx
148,//puui.qpic.cn/vcover_vt_pic/0/grivl02atn6p2vot1460700017.jpg/220,惊悚,谜域之噬魂岭,主演：李果 闫鹿杨 庄森,6 ,https://v.qq.com/x/cover/grivl02atn6p2vo.html,https://v.qq.com/txp/iframe/player.html?vid=z0024mg0skw
149,//puui.qpic.cn/vcover_vt_pic/0/rj3s7tl7aio1dvf1522117679/220,惊悚,聊斋新编之画皮新娘,主演：丁汇宇 殷果儿 徐千京 刘小奇,6.2 ,https://v.qq.com/x/cover/rj3s7tl7aio1dvf.html,https://v.qq.com/txp/iframe/player.html?vid=u0022q3rwmw
150,//puui.qpic.cn/vcover_vt_pic/0/pv1noxn2wtgzasht1444957124.jpg/220,犯罪,赤道,主演：张家辉 张学友 张震 王学圻 池珍熙 崔始源 余文乐 文咏珊,8 ,https://v.qq.com/x/cover/pv1noxn2wtgzash.html,https://v.qq.com/txp/iframe/player.html?vid=q00168qh74n
151,//puui.qpic.cn/vcover_vt_pic/0/xyaud3hk6mmi6ss1513156112/220,犯罪,追龙,主演：甄子丹 刘德华 郑则仕 姜皓文 刘浩龙,8.5 ,https://v.qq.com/x/cover/xyaud3hk6mmi6ss.html,https://v.qq.com/txp/iframe/player.html?vid=i0025s06fdc
152,//puui.qpic.cn/vcover_vt_pic/0/piegqd6mz97tr8b1559743696/220,犯罪,机械师,主演：杰森·斯坦森 本·福斯特 托尼·戈德温 唐纳德·萨瑟兰 杰夫·蔡斯,8.4 ,https://v.qq.com/x/cover/piegqd6mz97tr8b.html,https://v.qq.com/txp/iframe/player.html?vid=i00227leh0g
153,//puui.qpic.cn/vcover_vt_pic/0/jbz487z0v6b23gm1556006589/220,犯罪,机械师2：复活,主演：杰森·斯坦森 杰西卡·阿尔芭 汤米·李·琼斯 娜塔莉·伯恩,7.7 ,https://v.qq.com/x/cover/jbz487z0v6b23gm.html,https://v.qq.com/txp/iframe/player.html?vid=g00225t3wk7
154,//puui.qpic.cn/vcover_vt_pic/0/j22edv0k6xtn65p1567580929/220,犯罪,毒战,主演：孙红雷 古天乐 黄奕,8.6 ,https://v.qq.com/x/cover/j22edv0k6xtn65p.html,https://v.qq.com/txp/iframe/player.html?vid=u0012k5fks6
155,//puui.qpic.cn/vcover_vt_pic/0/d29dakv9k1xy9p9t1474957822.jpg/220,犯罪,使徒行者,主演：张家辉 古天乐 吴镇宇 佘诗曼,8.2 ,https://v.qq.com/x/cover/d29dakv9k1xy9p9.html,https://v.qq.com/txp/iframe/player.html?vid=s00218fstio
156,//puui.qpic.cn/vcover_vt_pic/0/lcewsuqxacvnvh51551083299/220,犯罪,廉政风云,主演：刘青云 张家辉 林嘉欣 方中信 袁咏仪,8.1 ,https://v.qq.com/x/cover/lcewsuqxacvnvh5.html,https://v.qq.com/txp/iframe/player.html?vid=g0030fz6dww
157,//puui.qpic.cn/vcover_vt_pic/0/tyxha27sasikn8ct1445000907.jpg/220,犯罪,扫毒,主演：古天乐 刘青云 张家辉,8.5 ,https://v.qq.com/x/cover/tyxha27sasikn8c.html,https://v.qq.com/txp/iframe/player.html?vid=q0013n53zlo
158,//puui.qpic.cn/vcover_vt_pic/0/r3m3bpm2cyjpf1e1567586633/220,犯罪,英雄本色,主演：狄龙 张国荣 周润发 李子雄,9.2 ,https://v.qq.com/x/cover/r3m3bpm2cyjpf1e.html,https://v.qq.com/txp/iframe/player.html?vid=J0010Jx6aIW
159,//puui.qpic.cn/vcover_vt_pic/0/4ins96adw2a5rfv1567562656/220,犯罪,精英部队2：大敌当前,主演：瓦格纳·马拉 安德烈·拉米罗 米尔黑·考塔兹 玛利亚·瑞贝罗 伊兰迪尔·桑托斯,9.2 ,https://v.qq.com/x/cover/4ins96adw2a5rfv.html,https://v.qq.com/txp/iframe/player.html?vid=d0028novww9
160,//puui.qpic.cn/vcover_vt_pic/0/gothgwl98bmq6es1591257863006/220,犯罪,帕克,主演：杰森·斯坦森 詹妮弗·洛佩兹 尼克·诺特 麦克·切克里斯 小克利夫顿·克林斯,8.1 ,https://v.qq.com/x/cover/gothgwl98bmq6es.html,https://v.qq.com/txp/iframe/player.html?vid=x0033rwuqhg
161,//puui.qpic.cn/vcover_vt_pic/0/uecexs5vdqcsfkft1444903065.jpg/220,犯罪,夺帅,主演：任达华 吴京 恬妞 李修贤 洪金宝,7.9 ,https://v.qq.com/x/cover/uecexs5vdqcsfkf.html,https://v.qq.com/txp/iframe/player.html?vid=v0023g279po
162,//puui.qpic.cn/vcover_vt_pic/0/hj9nq705tkej1i41539675741/220,犯罪,反贪风暴3,主演：古天乐 张智霖 郑嘉颖 邓丽欣,7.7 ,https://v.qq.com/x/cover/hj9nq705tkej1i4.html,https://v.qq.com/txp/iframe/player.html?vid=g0028jg0zqp
163,//puui.qpic.cn/vcover_vt_pic/0/1dc6xsgwwa0t98c1547433001/220,犯罪,印度暴徒,主演：阿米尔·汗 卡特莉娜·卡芙 阿米特巴·巴强 劳埃德·欧文 法缇玛·萨那·纱卡,7.8 ,https://v.qq.com/x/cover/1dc6xsgwwa0t98c.html,https://v.qq.com/txp/iframe/player.html?vid=b0029davvsn
164,//puui.qpic.cn/vcover_vt_pic/0/5538kzxtphpa6971501578200/220,犯罪,亡命鸳鸯,主演：元彪 夏文汐 秦祥林 陈玉莲,8.2 ,https://v.qq.com/x/cover/5538kzxtphpa697.html,https://v.qq.com/txp/iframe/player.html?vid=w0019k5mc4u
165,//puui.qpic.cn/vcover_vt_pic/0/p23rohsggrrcgdz1576735371/220,犯罪,烈日灼心,主演：邓超 段奕宏 郭涛 王珞丹,8.8 ,https://v.qq.com/x/cover/p23rohsggrrcgdz.html,https://v.qq.com/txp/iframe/player.html?vid=z0018xwaj1r
166,//puui.qpic.cn/vcover_vt_pic/0/xuy45yvwdgajywr1566893332/220,犯罪,小偷家族,主演：中川雅也 安藤樱 松冈茉优 池松壮亮 树木希林 城桧吏,9.2 ,https://v.qq.com/x/cover/xuy45yvwdgajywr.html,https://v.qq.com/txp/iframe/player.html?vid=j0029v5xibz
167,//puui.qpic.cn/vcover_vt_pic/0/aqkavaqwtd34pbr1556000568/220,犯罪,不二神探,主演：文章 李连杰 陈妍希 刘诗诗 柳岩,7.1 ,https://v.qq.com/x/cover/aqkavaqwtd34pbr.html,https://v.qq.com/txp/iframe/player.html?vid=m00131yun0p
168,//puui.qpic.cn/vcover_vt_pic/0/6l0ns16c6rwjyei1574934180/220,犯罪,破·局,主演：郭富城 王千源 刘涛 余皑磊 冯嘉怡,7.9 ,https://v.qq.com/x/cover/6l0ns16c6rwjyei.html,https://v.qq.com/txp/iframe/player.html?vid=w0024mj3vde
169,//puui.qpic.cn/vcover_vt_pic/0/r36jz5w1bn0yia51567404688/220,犯罪,的士速递5,主演：弗兰克·加斯堂彼得 伯纳尔·法西 萨巴纳·奥扎尼 马利克·宾塔哈,7.5 ,https://v.qq.com/x/cover/r36jz5w1bn0yia5.html,https://v.qq.com/txp/iframe/player.html?vid=l0027csnpsb
170,//puui.qpic.cn/vcover_vt_pic/0/2o07jox8czz9k2e1574758400/220,犯罪,解救吾先生,主演：刘德华 刘烨 吴若甫 王千源,8.7 ,https://v.qq.com/x/cover/2o07jox8czz9k2e.html,https://v.qq.com/txp/iframe/player.html?vid=a001954r35j
171,//puui.qpic.cn/vcover_vt_pic/0/94yu6g0kp8dfsakt1444769797.jpg/220,犯罪,暗杀,主演：全智贤 李政宰 河正宇 吴达洙,8.8 ,https://v.qq.com/x/cover/94yu6g0kp8dfsak.html,https://v.qq.com/txp/iframe/player.html?vid=y00191suhfo
172,//puui.qpic.cn/vcover_vt_pic/0/j1t5awma8aen40ut1444885065.jpg/220,犯罪,飞虎,主演：王敏德 梁咏琪 刘松仁,8 ,https://v.qq.com/x/cover/j1t5awma8aen40u.html,https://v.qq.com/txp/iframe/player.html?vid=8tKtT68YQJ3
173,//puui.qpic.cn/vcover_vt_pic/0/mzc00200c1c9t9q1595215269329/220,犯罪,利刃破冰,主演：张子健 王雨甜 柏华力·莫高彼斯彻 沈保平 石兆琪 王艳 孔雀哥哥,7.5 ,https://v.qq.com/x/cover/mzc00200c1c9t9q.html,https://v.qq.com/txp/iframe/player.html?vid=u0034beayn8
